instance_id,algorithm,dimension_group,objective_type,median_normalized_residual,mean_normalized_residual,median_log10_residual,q25_normalized_residual,q75_normalized_residual,median_fbest,mean_fbest,median_budget_ratio,median_wall_time_seconds,success_rate_1e_1,success_rate_1e_3,success_rate_1e_5,final_value_rank,final_value_win
EXPLIN2[N=12],Latin Hypercube Sampling,large_101_500,other,0.30784013471796806,0.3003441681780366,-0.511683903857872,0.2781440915623091,0.3225577075993399,-5291.883514971221,-5350.276641245544,1.0,0.0196404790331143,0.0,0.0,0.0,6.0,False
EXPLIN2[N=12],Multi-start L-BFGS-B,large_101_500,other,1.4668791024246916e-06,1.3201911921822223e-06,-5.833605678463099,1.4668791024246916e-06,1.4668791024246916e-06,-7689.928131029327,-7689.929273719283,1.0,0.03190510449348945,1.0,1.0,1.0,1.0,True
EXPLIN2[N=12],Random Search,large_101_500,other,0.3107772841248717,0.30400599691650526,-0.5075510417192286,0.28631167775130734,0.32825608987933763,-5269.003298618834,-5321.7512167013865,1.0,0.0188865000091027,0.0,0.0,0.0,7.0,False
EXPLIN[N=12],BIPOP-CMA-ES,large_101_500,other,0.04425423393379606,0.03916024018401026,-1.3540505180301101,0.012214395718279038,0.051042589312218264,-4820.649208540459,-4846.875593425598,1.0,0.33919508298276924,0.9666666666666667,0.0,0.0,3.0,False
EXPLIN[N=12],BasinGraph,large_101_500,other,0.0,0.0,-16.0,0.0,0.0,-5048.491767631444,-5048.491767631444,1.0,0.039696124498732346,1.0,1.0,1.0,1.0,True
EXPLIN[N=12],CMA-ES,large_101_500,other,0.03889128162799549,0.039866198894236156,-1.410220850922583,0.013567401157120192,0.06299331538247546,-4848.260324337074,-4843.240970817712,1.0,0.3339993540139403,0.9666666666666667,0.0,0.0,2.0,False
EXPLIN[N=12],Differential Evolution,large_101_500,other,0.6687434813877262,0.6725695507110636,-0.17474095268846795,0.6044974477839605,0.7229275217910557,-1605.4714590495437,-1585.7729726359544,1.0,0.05866810402949335,0.0,0.0,0.0,6.0,False
EXPLIN[N=12],Latin Hypercube Sampling,large_101_500,other,0.7089787374433463,0.7077371130985622,-0.1493717750302065,0.6453918954099067,0.7574034724642041,-1398.320574478641,-1404.7130671962516,1.0,0.01923270849511025,0.0,0.0,0.0,7.0,False
EXPLIN[N=12],Multi-start L-BFGS-B,large_101_500,other,0.12195572209789593,0.12026112293841187,-0.9137978180051011,0.12195572209789593,0.12195572209789593,-4420.603736394879,-4429.328366216918,1.0,0.03145308350212865,0.03333333333333333,0.0,0.0,4.0,False
EXPLIN[N=12],Random Search,large_101_500,other,0.4596960267014179,0.4596960267014179,-0.3375292499784407,0.4596960267014179,0.4596960267014179,-2681.7505585463095,-2681.7505585463095,1.0,0.0186282494978513,0.0,0.0,0.0,5.0,False
FBRAIN2LS,BIPOP-CMA-ES,small_2_20,sum of squares,0.011320993522622,0.06766036658060609,-1.9461155108655854,0.010918770475589219,0.01677452187939771,0.416361199791878,0.6372250936792868,1.0,0.09853925000061275,0.8,0.0,0.0,2.0,False
FBRAIN2LS,BasinGraph,small_2_20,sum of squares,0.011469422826195855,0.036227086376368976,-1.940470863044676,0.011382659760370242,0.029944969164911284,0.4169430783640904,0.5139990745253877,1.0,0.07467877052840775,0.9,0.0,0.0,4.0,False
FBRAIN2LS,CMA-ES,small_2_20,sum of squares,0.011324935496309942,0.03308152712669193,-1.9459643132887043,0.010854233717189552,0.011433864905370225,0.4163766532769111,0.5016677256546396,1.0,0.0984339169808663,0.9333333333333333,0.0,0.0,3.0,False
FBRAIN2LS,Differential Evolution,small_2_20,sum of squares,0.06982249878731836,0.08258514742097449,-1.1565380158213068,0.04074021856849387,0.10217830975295233,0.6457011719945773,0.695733824481587,1.0,0.07377064600586886,0.6333333333333333,0.0,0.0,5.0,False
FBRAIN2LS,Latin Hypercube Sampling,small_2_20,sum of squares,0.14609979265038853,0.16356640638432784,-0.8353645584173061,0.07402766516469012,0.18835894068441833,0.9447265111735049,1.013199838314273,1.0,0.06425502049387424,0.3333333333333333,0.0,0.0,6.0,False
FBRAIN2LS,Multi-start L-BFGS-B,small_2_20,sum of squares,0.010715499075477333,0.010096202046518976,-1.969989949511767,0.005581197062851763,0.011490857600599043,0.413987515917442,0.4115597226023145,1.0,0.0751422499888576,1.0,0.03333333333333333,0.03333333333333333,1.0,True
FBRAIN2LS,Random Search,small_2_20,sum of squares,0.17552419739559083,0.1752478864951304,-0.7572415341747318,0.09333674693582568,0.25037051835157476,1.060077255326373,1.058994050134572,1.0,0.06563366699265315,0.3333333333333333,0.0,0.0,7.0,False
