algorithm,performance_ratio_threshold,fraction_of_problems,target_residual
Random Search,16.889691313771966,0.1,0.001
Random Search,17.43472953684848,0.1,0.001
Random Search,17.997356397816333,0.1,0.001
Random Search,18.57813949023095,0.1,0.001
Random Search,19.177664724156717,0.1,0.001
Random Search,19.796536917249345,0.1,0.001
Random Search,20.43538040491262,0.1,0.001
Random Search,21.094839670145277,0.1,0.001
Random Search,21.77557999371323,0.1,0.001
Random Search,22.478288125303315,0.1,0.001
Random Search,23.203672976335348,0.1,0.001
Random Search,23.952466335131554,0.1,0.001
Random Search,24.725423605164963,0.1,0.001
Random Search,25.523324567131308,0.1,0.001
Random Search,26.346974165613393,0.1,0.001
Random Search,27.19720332113144,0.1,0.001
Random Search,28.074869768398774,0.1,0.001
Random Search,28.980858921628318,0.1,0.001
Random Search,29.91608476776299,0.12,0.001
Random Search,30.88149078853096,0.12,0.001
Random Search,31.87805091225626,0.12,0.001
Random Search,32.90677049638456,0.14,0.001
Random Search,33.96868734171564,0.16,0.001
Random Search,35.0648727393655,0.16,0.001
Random Search,36.19643255151459,0.16,0.001
Random Search,37.364508327032155,0.16,0.001
Random Search,38.57027845310236,0.16,0.001
Random Search,39.81495934401382,0.16,0.001
Random Search,41.099806668312176,0.18,0.001
Random Search,42.42611661555315,0.18,0.001
Random Search,43.79522720393455,0.18,0.001
Random Search,45.20851963012596,0.18,0.001
Random Search,46.66741966265833,0.18,0.001
Random Search,48.17339908027866,0.18,0.001
Random Search,49.72797715672117,0.18,0.001
Random Search,51.33272219339265,0.18,0.001
Random Search,52.98925310151845,0.18,0.001
Random Search,54.6992410353449,0.18,0.001
Random Search,56.46441107804598,0.18,0.001
Random Search,58.28654398203492,0.18,0.001
Random Search,60.167477965436696,0.18,0.001
Random Search,62.10911056653329,0.18,0.001
Random Search,64.11340055805275,0.18,0.001
Random Search,66.18236992323352,0.2,0.001
Random Search,68.31810589565704,0.2,0.001
Random Search,70.5227630649068,0.22,0.001
Random Search,72.79856555017784,0.22,0.001
Random Search,75.14780924402999,0.22,0.001
Random Search,77.5728641285477,0.22,0.001
Random Search,80.0761766662437,0.22,0.001
Random Search,82.66027226811788,0.22,0.001
Random Search,85.32775784136216,0.22,0.001
Random Search,88.08132441928045,0.22,0.001
Random Search,90.92374987607762,0.22,0.001
Random Search,93.85790172925577,0.22,0.001
Random Search,96.88674003244553,0.22,0.001
Random Search,100.01332036158993,0.22,0.001
Random Search,103.24079689749414,0.22,0.001
Random Search,106.57242560785014,0.22,0.001
Random Search,110.01156753194759,0.22,0.001
Random Search,113.56169217138275,0.22,0.001
Random Search,117.22638099018796,0.22,0.001
Random Search,121.00933102791217,0.22,0.001
Random Search,124.914358629296,0.22,0.001
Random Search,128.9454032943064,0.22,0.001
Random Search,133.10653165241368,0.22,0.001
Random Search,137.40194156511896,0.22,0.001
Random Search,141.8359663608742,0.22,0.001
Random Search,146.41307920666299,0.22,0.001
Random Search,151.13789762065554,0.22,0.001
Random Search,156.0151881304894,0.22,0.001
Random Search,161.04987108187373,0.22,0.001
Random Search,166.2470256023705,0.22,0.001
Random Search,171.6118947253597,0.22,0.001
Random Search,177.1498906793554,0.22,0.001
Random Search,182.86660034801247,0.22,0.001
Random Search,188.76779090632982,0.22,0.001
Random Search,194.8594156387351,0.22,0.001
Random Search,201.14761994492423,0.22,0.001
Random Search,207.63874753950958,0.22,0.001
Random Search,214.33934685173534,0.22,0.001
Random Search,221.256177631715,0.22,0.001
Random Search,228.39621776985308,0.22,0.001
Random Search,235.76667033633487,0.22,0.001
Random Search,243.37497084778374,0.22,0.001
Random Search,251.22879476841456,0.22,0.001
Random Search,259.33606525325644,0.22,0.001
Random Search,267.70496114124916,0.22,0.001
Random Search,276.3439252062831,0.22,0.001
Random Search,285.26167267450415,0.22,0.001
Random Search,294.46720001647344,0.24,0.001
Random Search,303.9697940230568,0.24,0.001
Random Search,313.7790411741976,0.24,0.001
Random Search,323.9048373100205,0.24,0.001
Random Search,334.35739761403227,0.24,0.001
Random Search,345.1472669184787,0.24,0.001
Random Search,356.28533034226473,0.24,0.001
Random Search,367.78282427216493,0.24,0.001
Random Search,379.6513476983991,0.24,0.001
Random Search,391.9028739160162,0.24,0.001
Random Search,404.5497626038868,0.24,0.001
Random Search,417.60477229348675,0.24,0.001
Random Search,431.0810732400602,0.24,0.001
Random Search,444.9922607091349,0.24,0.001
Random Search,459.35236869180346,0.24,0.001
Random Search,474.17588406260387,0.24,0.001
Random Search,489.4777611942768,0.24,0.001
Random Search,505.27343704415205,0.24,0.001
Random Search,521.5788467273803,0.24,0.001
Random Search,538.4104395927153,0.26,0.001
Random Search,555.7851958170738,0.26,0.001
Random Search,573.7206435356103,0.26,0.001
Random Search,592.2348765245805,0.26,0.001
Random Search,611.3465724548487,0.26,0.001
Random Search,631.0750117344355,0.26,0.001
Random Search,651.4400969591285,0.28,0.001
Random Search,672.4623729907742,0.28,0.001
Random Search,694.1630476834996,0.28,0.001
Random Search,716.5640132787845,0.28,0.001
Random Search,739.687868490963,0.28,0.001
Random Search,763.5579413054273,0.28,0.001
Random Search,788.1983125125514,0.28,0.001
Random Search,813.6338400010532,0.28,0.001
Random Search,839.8901838353238,0.28,0.001
Random Search,866.993832142013,0.28,0.001
Random Search,894.9721278319807,0.28,0.001
Random Search,923.8532961845837,0.28,0.001
Random Search,953.6664733221226,0.28,0.001
Random Search,984.4417356031622,0.28,0.001
Random Search,1016.2101299644022,0.28,0.001
Random Search,1049.0037052416799,0.28,0.001
Random Search,1082.8555445017255,0.28,0.001
Random Search,1117.79979841728,0.28,0.001
Random Search,1153.8717197192325,0.28,0.001
Random Search,1191.107698760554,0.28,0.001
Random Search,1229.5453002278975,0.28,0.001
Random Search,1269.2233010378866,0.28,0.001
Random Search,1310.181729456345,0.28,0.001
Random Search,1352.4619054799252,0.28,0.001
Random Search,1396.1064825208553,0.28,0.001
Random Search,1441.159490436892,0.28,0.001
Random Search,1487.666379949852,0.28,0.001
Random Search,1535.674068497562,0.28,0.001
Random Search,1585.2309875654737,0.28,0.001
Random Search,1636.3871315456786,0.28,0.001
Random Search,1689.1941081726382,0.28,0.001
Random Search,1743.7051905865023,0.28,0.001
Random Search,1799.975371076515,0.28,0.001
Random Search,1858.0614165587729,0.28,0.001
Random Search,1918.0219258442487,0.28,0.001
Random Search,1979.9173887549005,0.28,0.001
Random Search,2043.8102471474845,0.28,0.001
Random Search,2109.7649579066165,0.28,0.001
Random Search,2177.8480579706697,0.28,0.001
Random Search,2248.1282314560844,0.28,0.001
Random Search,2320.6763789477927,0.28,0.001
Random Search,2395.5656890257096,0.28,0.001
Random Search,2472.8717120993824,0.28,0.001
Random Search,2552.672436625342,0.28,0.001
Random Search,2635.0483677840257,0.28,0.001
Random Search,2720.0826086956167,0.28,0.001
